Route,Tables,Build,Status
/admin/integrations/env-manager/page.tsx,,Admin,⚠️ PARTIAL_DB
/admin/integrations/salesforce/page.tsx,,Admin,⚠️ PARTIAL_DB
/admin/platform/page.tsx,customer_workspaces;managed_licenses;operator_tasks;provisioning_jobs,Admin,✅ DB_ONLY
/admin/blog/page.tsx,blog_posts;profiles,Admin,✅ DB_ONLY
/admin/compliance/page.tsx,compliance_alerts;compliance_items;wioa_compliance_reports;wioa_participants,Admin,✅ DB_ONLY
/admin/compliance/automation/page.tsx,contract_templates;documents;grant_applications,Admin,✅ DB_ONLY
/admin/compliance/financial-assurance/page.tsx,financial_assurance_records;v_admin_financial_assurance_summary,Admin,✅ DB_ONLY
/admin/compliance/exports/page.tsx,profiles,Admin,✅ DB_ONLY
/admin/compliance/wioa-etpl/page.tsx,,Admin,⚠️ PARTIAL_DB
/admin/compliance/deletions/page.tsx,profiles,Admin,✅ DB_ONLY
/admin/hr/page.tsx,employees;leave_requests;payroll_runs;performance_reviews;time_off_requests,Admin,✅ DB_ONLY
/admin/hr/employees/page.tsx,employees,Admin,✅ DB_ONLY
/admin/hr/time/page.tsx,,Admin,⚠️ PARTIAL_DB
/admin/hr/leave/page.tsx,leave_requests;profiles,Admin,✅ DB_ONLY
/admin/hr/payroll/page.tsx,payroll_runs;profiles;w9_submissions,Admin,✅ DB_ONLY
/admin/incentives/page.tsx,incentives,Admin,✅ DB_ONLY
/admin/incentives/create/page.tsx,,Admin,⚠️ PARTIAL_DB
/admin/waitlist/page.tsx,waitlist,Admin,✅ DB_ONLY
/admin/enrollments/page.tsx,cohorts;courses;profiles;program_enrollments,Admin,✅ DB_ONLY
/admin/program-holder-documents/page.tsx,profiles;program_holder_documents,Admin,✅ DB_ONLY
/admin/students/page.tsx,profiles;program_enrollments,Admin,✅ DB_ONLY
/admin/students/export/page.tsx,programs,Admin,✅ DB_ONLY
/admin/students/[id]/binder/page.tsx,attendance;certificates;enrollments;student_documents;students,Admin,✅ DB_ONLY
/admin/home/page.tsx,,Admin,⚠️ PARTIAL_DB
/admin/partners/page.tsx,partner_applications;partners,Admin,✅ DB_ONLY
/admin/partners/lms-integrations/page.tsx,profiles,Admin,✅ DB_ONLY
/admin/partners/lms-integrations/[id]/page.tsx,partner_lms_courses;partner_lms_enrollments;partner_lms_providers;partner_lms_sync_logs,Admin,✅ DB_ONLY
/admin/partners/applications/page.tsx,partner_applications,Admin,✅ DB_ONLY
/admin/partners/applications/[id]/page.tsx,partner_applications,Admin,✅ DB_ONLY
/admin/curriculum/page.tsx,courses;curriculum_lessons;programs;training_courses;training_lessons,Admin,✅ DB_ONLY
/admin/curriculum/upload/page.tsx,,Admin,⚠️ PARTIAL_DB
/admin/settings/page.tsx,platform_settings,Admin,✅ DB_ONLY
/admin/settings/general/page.tsx,platform_settings,Admin,✅ DB_ONLY
/admin/settings/security/page.tsx,platform_settings,Admin,✅ DB_ONLY
/admin/settings/social-media/page.tsx,,Admin,⚠️ PARTIAL_DB
/admin/settings/nav/page.tsx,,Admin,⚠️ PARTIAL_DB
/admin/settings/notifications/page.tsx,platform_settings,Admin,✅ DB_ONLY
/admin/settings/email/page.tsx,platform_settings,Admin,✅ DB_ONLY
/admin/settings/integrations/page.tsx,,Admin,⚠️ PARTIAL_DB
/admin/settings/site-stats/page.tsx,platform_settings,Admin,✅ DB_ONLY
/admin/settings/payments/page.tsx,platform_settings,Admin,✅ DB_ONLY
/admin/settings/organization-profile/page.tsx,sos_organization_facts;sos_organizations,Admin,✅ DB_ONLY
/admin/audit-logs/page.tsx,,Admin,⚠️ PARTIAL_DB
/admin/audit-logs/audit-logs/page.tsx,,Admin,⚠️ PARTIAL_DB
/admin/marketplace/page.tsx,marketplace_creators;marketplace_products,Admin,✅ DB_ONLY
/admin/marketplace/creators/page.tsx,marketplace_creators,Admin,✅ DB_ONLY
/admin/marketplace/products/page.tsx,marketplace_products,Admin,✅ DB_ONLY
/admin/marketplace/payouts/page.tsx,marketplace_creators,Admin,✅ DB_ONLY
/admin/documents/page.tsx,documents,Admin,✅ DB_ONLY
/admin/documents/upload/page.tsx,,Admin,⚠️ PARTIAL_DB
/admin/documents/templates/page.tsx,,Admin,⚠️ PARTIAL_DB
/admin/documents/review/page.tsx,documents;profiles,Admin,✅ DB_ONLY
/admin/documents/print/page.tsx,,Admin,⚠️ PARTIAL_DB
/admin/payout-queue/page.tsx,profiles;program_enrollments;program_holders,Admin,✅ DB_ONLY
/admin/gradebook/page.tsx,courses,Admin,✅ DB_ONLY
/admin/snapshots/page.tsx,,Admin,⚠️ PARTIAL_DB
/admin/program-holder-acknowledgements/page.tsx,handbook_acknowledgments;program_holder_acknowledgements;program_holders,Admin,✅ DB_ONLY
/admin/ferpa/page.tsx,audit_logs;compliance_alerts;documents;profiles,Admin,✅ DB_ONLY
/admin/ferpa/directory-info/page.tsx,platform_settings,Admin,✅ DB_ONLY
/admin/ferpa/training/page.tsx,ferpa_training_records;profiles,Admin,✅ DB_ONLY
/admin/ferpa/consent-forms/page.tsx,documents,Admin,✅ DB_ONLY
/admin/ferpa/audit-log/page.tsx,audit_logs,Admin,✅ DB_ONLY
/admin/ferpa/access-requests/page.tsx,documents,Admin,✅ DB_ONLY
/admin/internal-docs/page.tsx,documents,Admin,✅ DB_ONLY
/admin/monitoring/page.tsx,monitoring_alerts,Admin,✅ DB_ONLY
/admin/monitoring/setup/page.tsx,,Admin,⚠️ PARTIAL_DB
/admin/certificates/page.tsx,profiles;program_completion_certificates;programs,Admin,✅ DB_ONLY
/admin/certificates/issue/page.tsx,certificate_templates;courses,Admin,✅ DB_ONLY
/admin/certificates/bulk/page.tsx,certificate_templates;certification_types;profiles;program_enrollments;user_certifications,Admin,✅ DB_ONLY
/admin/accreditation/page.tsx,accreditation_evidence;accreditation_standards,Admin,✅ DB_ONLY
/admin/accreditation/report/page.tsx,certificates;completions;lms_courses;profiles;program_enrollments;programs,Admin,✅ DB_ONLY
/admin/analytics/page.tsx,profiles;program_completion_certificates;program_enrollments;programs,Admin,✅ DB_ONLY
/admin/analytics/engagement/page.tsx,audit_logs;profiles,Admin,✅ DB_ONLY
/admin/analytics/employers/page.tsx,employers;job_placements;job_postings,Admin,✅ DB_ONLY
/admin/analytics/programs/page.tsx,program_completion_certificates;program_enrollments;programs,Admin,✅ DB_ONLY
/admin/analytics/analytics/page.tsx,profiles;program_completion_certificates;program_enrollments;programs,Admin,✅ DB_ONLY
/admin/analytics/revenue/page.tsx,payment_transactions,Admin,✅ DB_ONLY
/admin/analytics/learning/page.tsx,lesson_progress;profiles;program_completion_certificates;program_enrollments;programs,Admin,✅ DB_ONLY
/admin/payroll-cards/page.tsx,profiles,Admin,✅ DB_ONLY
/admin/workone-queue/page.tsx,applications;profiles;workforce_referrals,Admin,✅ DB_ONLY
/admin/testing-center/page.tsx,exam_bookings;exam_sessions;testing_slots,Admin,✅ DB_ONLY
/admin/delegates/page.tsx,delegates;profiles,Admin,✅ DB_ONLY
/admin/testing/page.tsx,testing_sessions,Admin,✅ DB_ONLY
/admin/at-risk/page.tsx,at_risk_students;profiles;program_enrollments,Admin,✅ DB_ONLY
/admin/workforce/page.tsx,workforce_cases;workforce_funding;workforce_participants,Admin,✅ DB_ONLY
/admin/workforce/cases/page.tsx,workforce_cases,Admin,✅ DB_ONLY
/admin/workforce/outcomes/page.tsx,workforce_participants,Admin,✅ DB_ONLY
/admin/workforce/reports/page.tsx,workforce_participants,Admin,✅ DB_ONLY
/admin/workforce/compliance/page.tsx,workforce_participants,Admin,✅ DB_ONLY
/admin/workforce/participants/page.tsx,workforce_participants,Admin,✅ DB_ONLY
/admin/workforce/participants/new/page.tsx,,Admin,⚠️ PARTIAL_DB
/admin/funding-verification/page.tsx,payment_integrity_flags;v_funding_verification_queue,Admin,✅ DB_ONLY
/admin/crm/page.tsx,appointments;campaigns;follow_ups;leads;profiles,Admin,✅ DB_ONLY
/admin/crm/leads/page.tsx,leads,Admin,✅ DB_ONLY
/admin/crm/follow-ups/page.tsx,crm_follow_ups,Admin,✅ DB_ONLY
/admin/crm/appointments/page.tsx,appointments,Admin,✅ DB_ONLY
/admin/crm/crm/page.tsx,appointments;campaigns;follow_ups;leads;profiles,Admin,✅ DB_ONLY
/admin/crm/crm/leads/page.tsx,leads,Admin,✅ DB_ONLY
/admin/crm/crm/leads/[id]/page.tsx,leads,Admin,✅ DB_ONLY
/admin/crm/crm/follow-ups/page.tsx,crm_follow_ups,Admin,✅ DB_ONLY
/admin/crm/crm/appointments/page.tsx,appointments,Admin,✅ DB_ONLY
/admin/crm/crm/contacts/page.tsx,marketing_contacts,Admin,✅ DB_ONLY
/admin/crm/crm/deals/page.tsx,crm_deals,Admin,✅ DB_ONLY
/admin/crm/crm/campaigns/page.tsx,campaigns;profiles,Admin,✅ DB_ONLY
/admin/crm/contacts/page.tsx,marketing_contacts,Admin,✅ DB_ONLY
/admin/crm/deals/page.tsx,crm_deals,Admin,✅ DB_ONLY
/admin/crm/campaigns/page.tsx,campaigns;profiles,Admin,✅ DB_ONLY
/admin/advanced-tools/page.tsx,,Admin,⚠️ PARTIAL_DB
/admin/partner-inquiries/page.tsx,partner_inquiries;profiles,Admin,✅ DB_ONLY
/admin/wioa/page.tsx,wioa_participants,Admin,✅ DB_ONLY
/admin/wioa/iep/page.tsx,individual_employment_plans,Admin,✅ DB_ONLY
/admin/wioa/documents/page.tsx,profiles;wioa_documents,Admin,✅ DB_ONLY
/admin/wioa/verify/page.tsx,documents;wioa_participants,Admin,✅ DB_ONLY
/admin/wioa/eligibility/page.tsx,applications,Admin,✅ DB_ONLY
/admin/staff-portal/page.tsx,handbook_acknowledgments;payroll_profiles;profiles;user_skills,Admin,✅ DB_ONLY
/admin/staff-portal/booth-renters/page.tsx,booth_rental_subscriptions,Admin,✅ DB_ONLY
/admin/staff-portal/skills/page.tsx,user_skills,Admin,✅ DB_ONLY
/admin/staff-portal/attendance/page.tsx,attendance_sessions;profiles;staff_attendance;staff_users,Admin,✅ DB_ONLY
/admin/staff-portal/attendance/export/page.tsx,attendance_hours;cohorts,Admin,✅ DB_ONLY
/admin/staff-portal/attendance/take/page.tsx,cohorts;profiles,Admin,✅ DB_ONLY
/admin/staff-portal/attendance/record/page.tsx,attendance;profiles;program_enrollments,Admin,✅ DB_ONLY
/admin/staff-portal/users/page.tsx,profiles,Admin,✅ DB_ONLY
/admin/staff-portal/courses/page.tsx,program_enrollments;programs,Admin,✅ DB_ONLY
/admin/staff-portal/courses/create/page.tsx,lms_courses,Admin,✅ DB_ONLY
/admin/staff-portal/training/page.tsx,staff_training_progress;training_modules,Admin,✅ DB_ONLY
/admin/staff-portal/hours/page.tsx,,Admin,⚠️ PARTIAL_DB
/admin/staff-portal/cases/page.tsx,,Admin,⚠️ PARTIAL_DB
/admin/staff-portal/messages/page.tsx,me;them,Admin,✅ DB_ONLY
/admin/staff-portal/reports/page.tsx,,Admin,⚠️ PARTIAL_DB
/admin/staff-portal/competencies/page.tsx,,Admin,⚠️ PARTIAL_DB
/admin/staff-portal/qa-checklist/page.tsx,qa_checklist_completions;qa_checklists,Admin,✅ DB_ONLY
/admin/staff-portal/dashboard/page.tsx,profiles;program_enrollments,Admin,✅ DB_ONLY
/admin/staff-portal/processes/page.tsx,staff_processes,Admin,✅ DB_ONLY
/admin/staff-portal/tasks/page.tsx,,Admin,⚠️ PARTIAL_DB
/admin/staff-portal/students/page.tsx,,Admin,⚠️ PARTIAL_DB
/admin/staff-portal/students/add/page.tsx,,Admin,⚠️ PARTIAL_DB
/admin/staff-portal/settings/page.tsx,profiles;staff_users;staffs,Admin,✅ DB_ONLY
/admin/staff-portal/vr/page.tsx,,Admin,⚠️ PARTIAL_DB
/admin/staff-portal/campaigns/page.tsx,,Admin,⚠️ PARTIAL_DB
/admin/staff-portal/customer-service/page.tsx,customer_service_protocols;customer_service_tickets,Admin,✅ DB_ONLY
/admin/applications/page.tsx,applications,Admin,✅ DB_ONLY
/admin/applications/queue/page.tsx,admin_applications_queue,Admin,✅ DB_ONLY
/admin/migrations/page.tsx,,Admin,⚠️ PARTIAL_DB
/admin/submissions/page.tsx,grant_applications;grant_opportunities;profiles;sos_attachment_library;sos_content_blocks;sos_opportunities;sos_organization_facts;sos_review_tasks,Admin,✅ DB_ONLY
/admin/submissions/content/page.tsx,profiles;sos_content_blocks;sos_organizations,Admin,✅ DB_ONLY
/admin/submissions/attachments/page.tsx,profiles;sos_attachment_library;sos_organizations,Admin,✅ DB_ONLY
/admin/submissions/templates/page.tsx,profiles;sos_document_templates;sos_organizations,Admin,✅ DB_ONLY
/admin/submissions/org/page.tsx,profiles;sos_organization_profiles;sos_organizations,Admin,✅ DB_ONLY
/admin/submissions/compliance/page.tsx,profiles;sos_compliance_records;sos_organizations,Admin,✅ DB_ONLY
/admin/submissions/past-performance/page.tsx,profiles;sos_organizations;sos_past_performance,Admin,✅ DB_ONLY
/admin/submissions/partners/page.tsx,profiles;sos_organizations;sos_partner_entities,Admin,✅ DB_ONLY
/admin/submissions/facts/page.tsx,profiles;sos_organization_facts;sos_organizations,Admin,✅ DB_ONLY
/admin/submissions/exceptions/page.tsx,profiles;sos_review_tasks,Admin,✅ DB_ONLY
/admin/workflows/page.tsx,,Admin,⚠️ PARTIAL_DB
/admin/program-holders/page.tsx,program_holder_programs;program_holders,Admin,✅ DB_ONLY
/admin/program-holders/verification/page.tsx,profiles;program_holder_banking;program_holder_documents;program_holders,Admin,✅ DB_ONLY
/admin/host-shop/ojt/page.tsx,,Admin,⚠️ PARTIAL_DB
/admin/host-shop/reports/page.tsx,,Admin,⚠️ PARTIAL_DB
/admin/host-shop/dashboard/page.tsx,lesson_progress;ojt_hours;profiles;program_enrollments;wotc_credits,Admin,✅ DB_ONLY
/admin/host-shop/compliance/page.tsx,,Admin,⚠️ PARTIAL_DB
/admin/host-shop/apprentices/page.tsx,,Admin,⚠️ PARTIAL_DB
/admin/barriers/page.tsx,participant_barriers,Admin,✅ DB_ONLY
/admin/transfer-hours/page.tsx,transfer_hours,Admin,✅ DB_ONLY
